client_id,age,genre,anciennete_mois,facture_mensuelle,facture_totale,type_contrat,service_internet,moyen_paiement,tickets_support,region,offre_promo,senior,facture_electronique,dernier_contact_jours,churn
C100826,61.0,Femme,19,35.93,692.17,Biennal,Fibre,Carte bancaire,3,Nouvelle-Aquitaine,0,0,1,4,Non
C100908,41.0,Femme,24,18.5,417.39,Mensuel,DSL,Chèque électronique,1,Provence-Alpes-Côte d'Azur,1,0,1,45,Non
C100514,79.0,Femme,3,62.22,177.24,Mensuel,DSL,Chèque électronique,1,Occitanie,0,1,0,69,Oui
C100857,21.0,Homme,60,139.81,,Mensuel,DSL,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,0,22,Non
C101304,57.0,Femme,39,68.83,2630.06,Biennal,Aucun,Carte bancaire,1,Hauts-de-France,1,0,1,46,Non
C100838,18.0,Homme,72,18.67,1309.72,Annuel,Aucun,Carte bancaire,0,Grand Est,0,0,1,16,Oui
C100620,45.0,Homme,39,118.74,4296.66,Biennal,DSL,Carte bancaire,0,Hauts-de-France,1,0,1,7,Non
C101362,40.0,Homme,57,61.38,3566.45,Biennal,Fibre,Carte bancaire,1,Provence-Alpes-Côte d'Azur,0,0,1,13,Non
C100783,,Femme,29,88.11,2546.27,Annuel,Fibre,Carte bancaire,0,Hauts-de-France,0,0,0,13,Non
C100290,69.0,Homme,14,77.01,1008.94,Biennal,DSL,Prélèvement,2,Auvergne-Rhône-Alpes,0,1,0,51,Non
C100285,78.0,Homme,27,100.16,2722.9,Mensuel,Fibre,Prélèvement,1,Île-de-France,0,1,0,39,Oui
C101379,52.0,Femme,28,18.5,554.73,Biennal,DSL,Chèque électronique,1,Grand Est,1,0,0,37,Non
C101334,52.0,Femme,7,64.55,448.52,Mensuel,Aucun,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,19,Oui
C101354,32.0,Femme,40,133.68,5731.8,Annuel,DSL,Chèque électronique,1,Provence-Alpes-Côte d'Azur,1,0,1,23,Non
C100802,50.0,Femme,46,78.46,,Mensuel,DSL,Prélèvement,0,Grand Est,0,0,1,21,Non
C100266,46.0,Homme,58,58.59,3206.67,Mensuel,Fibre,Prélèvement,3,Auvergne-Rhône-Alpes,1,0,1,58,Non
C100327,20.0,Femme,7,78.98,542.53,Mensuel,DSL,Chèque électronique,2,Hauts-de-France,0,0,0,12,Oui
C100348,29.0,Homme,38,75.63,2586.98,Biennal,DSL,Carte bancaire,1,Nouvelle-Aquitaine,1,0,1,31,Non
C100453,19.0,Femme,16,115.81,1784.54,Mensuel,Fibre,Prélèvement,2,Auvergne-Rhône-Alpes,1,0,1,48,Oui
C100059,61.0,Femme,2,74.07,144.24,Mensuel,Fibre,,1,Île-de-France,0,0,1,25,Oui
C100405,50.0,Homme,34,68.63,2376.39,Mensuel,Fibre,Prélèvement,2,Hauts-de-France,0,0,0,9,Non
C101026,22.0,Femme,23,71.3,1647.04,Mensuel,Fibre,Prélèvement,0,Hauts-de-France,0,0,1,30,Non
C101328,61.0,Homme,2,58.24,113.95,Annuel,Aucun,Carte bancaire,1,Île-de-France,0,0,1,12,Oui
C100578,75.0,Homme,8,92.55,738.8,Mensuel,Fibre,Carte bancaire,4,Occitanie,0,1,1,82,Oui
C101399,37.0,Femme,56,72.11,3716.29,Mensuel,DSL,Prélèvement,2,Nouvelle-Aquitaine,0,0,1,6,Non
C101099,45.0,Homme,61,39.69,2458.23,Mensuel,Fibre,Carte bancaire,1,Provence-Alpes-Côte d'Azur,0,0,0,36,Oui
C101237,25.0,Homme,1,67.97,60.57,Biennal,Fibre,Prélèvement,0,Grand Est,0,0,1,23,Non
C100534,54.0,Femme,60,92.19,5788.04,Mensuel,Aucun,Carte bancaire,1,Auvergne-Rhône-Alpes,0,0,0,9,Non
C101127,58.0,Femme,18,53.32,849.07,Annuel,Aucun,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,3,Non
C100940,62.0,Homme,28,36.37,1099.2,Mensuel,DSL,Virement,2,Provence-Alpes-Côte d'Azur,0,0,0,4,Non
C100755,46.0,Femme,14,89.24,1245.42,Annuel,Fibre,Carte bancaire,2,Nouvelle-Aquitaine,0,0,1,40,Non
C100333,71.0,Homme,55,28.96,1573.13,Mensuel,DSL,Chèque électronique,0,Île-de-France,1,1,0,8,Non
C100433,26.0,Homme,13,58.82,677.0,Mensuel,Fibre,Carte bancaire,2,Provence-Alpes-Côte d'Azur,1,0,1,9,Oui
C100672,58.0,Femme,5,114.89,539.18,Mensuel,DSL,Prélèvement,2,Provence-Alpes-Côte d'Azur,1,0,0,15,Non
C101070,61.0,Homme,14,61.44,790.56,Mensuel,Aucun,Carte bancaire,1,Provence-Alpes-Côte d'Azur,0,0,1,87,Non
C101244,,Homme,19,73.16,1298.96,Mensuel,Aucun,Carte bancaire,1,Hauts-de-France,0,1,0,10,Oui
C101195,58.0,Femme,3,65.27,188.88,Mensuel,Fibre,Carte bancaire,0,Occitanie,0,0,1,17,Non
C100771,81.0,Femme,28,53.14,1438.31,Mensuel,Fibre,Carte bancaire,2,Occitanie,1,1,0,27,Oui
C100631,38.0,Homme,8,66.77,563.35,Mensuel,Fibre,Prélèvement,0,Hauts-de-France,0,0,1,15,Oui
C101030,49.0,Homme,10,80.63,824.84,Mensuel,Aucun,Chèque électronique,1,Hauts-de-France,1,0,0,10,Oui
C101306,34.0,Femme,8,35.3,292.72,Annuel,Fibre,Chèque électronique,1,Hauts-de-France,0,0,1,6,Non
C100613,42.0,Femme,41,18.5,797.3,Mensuel,Aucun,Virement,1,Hauts-de-France,0,0,1,7,Non
C101046,33.0,Homme,43,18.5,740.09,Annuel,DSL,Carte bancaire,1,Grand Est,0,0,0,31,Non
C100398,35.0,Homme,69,59.95,3810.06,Mensuel,Fibre,Virement,2,Grand Est,0,0,1,6,Non
C100458,71.0,Femme,31,65.11,1860.0,Annuel,DSL,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,1,0,14,Non
C100894,65.0,Homme,32,60.76,1850.25,Annuel,Aucun,Carte bancaire,1,Occitanie,1,1,1,5,Non
C100570,78.0,Autre,22,45.4,,Biennal,DSL,Prélèvement,1,Grand Est,1,1,1,72,Non
C100328,27.0,Homme,32,131.63,4408.06,Annuel,Fibre,Prélèvement,0,Île-de-France,1,0,1,16,Non
C100100,71.0,Homme,20,64.52,1194.75,Mensuel,DSL,Chèque électronique,1,Hauts-de-France,0,1,1,31,Oui
C100318,78.0,Femme,52,83.01,4587.69,Mensuel,DSL,Chèque électronique,0,Nouvelle-Aquitaine,0,1,1,18,Non
C101088,59.0,Homme,20,85.59,1702.74,Biennal,Fibre,Virement,0,Auvergne-Rhône-Alpes,0,0,0,6,Non
C100083,71.0,Homme,32,63.58,1949.46,Mensuel,Fibre,Prélèvement,3,Provence-Alpes-Côte d'Azur,0,1,1,14,Non
C100129,58.0,Femme,64,47.95,3097.99,Annuel,Aucun,Prélèvement,0,Île-de-France,1,0,0,19,Non
C101029,39.0,Femme,20,92.3,1753.62,Annuel,Fibre,Prélèvement,3,Auvergne-Rhône-Alpes,1,0,0,17,Non
C100012,65.0,Homme,30,86.78,2392.29,Annuel,Fibre,Chèque électronique,2,Île-de-France,0,1,0,30,Oui
C100585,77.0,Homme,26,123.7,3471.6,Annuel,Aucun,Virement,2,Hauts-de-France,0,1,1,11,Non
C100171,23.0,Femme,13,84.38,1094.73,Annuel,Fibre,Carte bancaire,5,Hauts-de-France,1,0,1,8,Non
C101254,59.0,Homme,23,51.61,1093.29,Annuel,Aucun,Carte bancaire,3,Occitanie,1,0,1,33,Non
C101292,46.0,Femme,13,92.75,,Biennal,Fibre,Virement,0,Occitanie,0,0,1,10,Non
C100260,68.0,Homme,8,100.13,,Annuel,Fibre,Prélèvement,2,Occitanie,1,1,1,34,Oui
C100958,80.0,Femme,10,95.01,853.83,Biennal,Fibre,Carte bancaire,0,Occitanie,0,1,1,11,Non
C100746,52.0,Homme,27,89.31,2248.17,Mensuel,DSL,Virement,0,Hauts-de-France,1,0,1,20,Non
C100759,64.0,Femme,68,93.03,6266.33,Mensuel,DSL,Prélèvement,0,Grand Est,0,0,0,6,Oui
C101158,42.0,Femme,5,82.27,414.7,Mensuel,Fibre,Carte bancaire,2,Nouvelle-Aquitaine,0,0,1,23,Non
C100764,41.0,Homme,69,65.2,,Biennal,Fibre,Chèque électronique,0,Occitanie,0,0,1,15,Non
C100490,77.0,Femme,1,27.45,25.63,Mensuel,DSL,Carte bancaire,1,Provence-Alpes-Côte d'Azur,1,1,0,45,Non
C100332,37.0,Homme,51,54.84,2771.91,Mensuel,DSL,Carte bancaire,0,Grand Est,0,0,1,54,Non
C100355,81.0,Homme,16,62.28,908.55,Mensuel,DSL,Virement,0,Hauts-de-France,1,1,1,27,Oui
C100138,40.0,Femme,54,61.95,3133.63,Mensuel,DSL,Prélèvement,1,Nouvelle-Aquitaine,0,0,1,36,Non
C100381,77.0,Homme,70,66.97,4735.93,Mensuel,DSL,Carte bancaire,0,Hauts-de-France,0,1,1,10,Non
C100292,79.0,Homme,51,135.51,7253.41,Biennal,Aucun,Prélèvement,1,Grand Est,0,1,1,7,Non
C101145,48.0,Homme,29,69.79,1785.67,Biennal,Fibre,Virement,3,Hauts-de-France,0,0,1,21,Non
C101302,62.0,Homme,3,82.51,257.07,Mensuel,Fibre,Prélèvement,0,Grand Est,0,0,0,3,Non
C100141,31.0,Homme,31,81.15,2534.71,Mensuel,Fibre,Prélèvement,2,Auvergne-Rhône-Alpes,0,0,1,3,Non
C100858,60.0,Homme,19,64.6,1211.91,Biennal,DSL,Chèque électronique,3,Occitanie,0,0,1,61,Non
C100691,68.0,Homme,42,95.67,3636.74,Mensuel,Fibre,Prélèvement,1,Provence-Alpes-Côte d'Azur,1,1,1,2,Non
C100965,55.0,Homme,6,111.08,623.14,Annuel,DSL,Prélèvement,2,Nouvelle-Aquitaine,0,0,1,34,Oui
C100139,45.0,Homme,37,70.84,2380.83,Mensuel,Aucun,Carte bancaire,2,Nouvelle-Aquitaine,0,0,0,21,Non
C101234,58.0,Homme,38,30.9,1136.41,Mensuel,DSL,Chèque électronique,0,Provence-Alpes-Côte d'Azur,0,0,1,12,Non
C101089,27.0,Femme,21,61.38,1235.22,Mensuel,DSL,Virement,2,Île-de-France,0,0,1,34,Non
C100224,64.0,Femme,23,60.47,1498.83,Mensuel,DSL,Chèque électronique,1,Nouvelle-Aquitaine,0,0,1,11,Oui
C100888,19.0,Femme,10,90.6,,Annuel,Aucun,Carte bancaire,2,Auvergne-Rhône-Alpes,0,0,0,25,Non
C100409,18.0,Femme,32,49.88,1547.93,Mensuel,Aucun,Prélèvement,0,Hauts-de-France,0,0,0,12,Oui
C100325,32.0,Femme,34,99.5,3250.65,Mensuel,DSL,Chèque électronique,1,Hauts-de-France,0,0,1,23,Oui
C100299,19.0,Femme,25,114.26,2796.55,Mensuel,DSL,Carte bancaire,0,Occitanie,0,0,1,3,Oui
C101160,55.0,Homme,48,53.03,2491.28,Mensuel,DSL,Carte bancaire,3,Grand Est,0,0,0,30,Non
C100859,69.0,Homme,46,55.81,2565.08,Mensuel,Fibre,Prélèvement,0,Occitanie,0,1,0,28,Non
C100596,55.0,Femme,37,114.0,4497.25,Mensuel,Fibre,Carte bancaire,2,Nouvelle-Aquitaine,0,0,1,32,Non
C101307,33.0,Femme,6,98.31,552.41,Annuel,Fibre,Chèque électronique,0,Occitanie,0,0,1,40,Non
C100843,20.0,Femme,41,102.2,3995.4,Mensuel,Fibre,Carte bancaire,1,Grand Est,0,0,0,21,Oui
C101350,21.0,Autre,44,71.75,3274.96,Mensuel,Fibre,Carte bancaire,3,Provence-Alpes-Côte d'Azur,0,0,0,22,Non
C100503,73.0,Homme,62,72.94,4085.15,Biennal,Fibre,Carte bancaire,0,Hauts-de-France,0,1,1,12,Non
C100948,78.0,Homme,27,106.09,2724.2,Mensuel,Aucun,Carte bancaire,2,Hauts-de-France,1,1,1,17,Non
C100003,46.0,Homme,10,54.61,489.67,Annuel,DSL,Carte bancaire,2,Grand Est,0,0,0,15,Non
C100664,56.0,Femme,64,92.97,5608.66,Annuel,DSL,Carte bancaire,0,Nouvelle-Aquitaine,0,0,0,68,Non
C100467,56.0,Homme,10,35.48,370.23,Annuel,Fibre,Prélèvement,1,Occitanie,0,0,1,4,Non
C100321,24.0,Homme,51,106.49,4821.29,Mensuel,Fibre,Carte bancaire,1,Provence-Alpes-Côte d'Azur,1,0,1,55,Non
C100005,72.0,Homme,59,57.18,3562.22,Mensuel,DSL,Carte bancaire,1,Grand Est,0,1,1,19,Non
C100867,71.0,Femme,2,18.5,38.66,Mensuel,Fibre,Carte bancaire,1,Île-de-France,0,1,0,26,Non
C100666,50.0,Femme,34,88.61,2705.27,Annuel,Fibre,Prélèvement,2,Nouvelle-Aquitaine,0,0,0,48,Non
C100039,58.0,Femme,18,33.69,554.84,Mensuel,DSL,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,0,28,Oui
C100242,24.0,Femme,50,92.28,4556.35,Annuel,Aucun,,1,Provence-Alpes-Côte d'Azur,0,0,1,33,Non
C100136,56.0,Homme,55,65.54,3322.07,Mensuel,Fibre,Carte bancaire,1,Auvergne-Rhône-Alpes,0,0,1,28,Oui
C101097,66.0,Femme,48,84.55,4321.76,Mensuel,Fibre,Carte bancaire,2,Île-de-France,0,1,0,19,Non
C100712,64.0,Homme,2,69.02,128.88,Biennal,Fibre,Carte bancaire,1,Occitanie,0,0,1,22,Oui
C100952,57.0,Femme,19,66.99,,Mensuel,DSL,Carte bancaire,2,Occitanie,0,0,1,14,Non
C100999,50.0,Homme,69,72.09,5159.27,Mensuel,DSL,Prélèvement,3,Grand Est,0,0,1,1,Oui
C101282,43.0,Homme,22,87.49,2015.74,Annuel,Fibre,Prélèvement,3,Auvergne-Rhône-Alpes,0,0,0,21,Non
C100937,27.0,Homme,48,91.43,4413.27,Annuel,Fibre,Chèque électronique,1,Hauts-de-France,0,0,1,41,Non
C100701,57.0,Femme,48,126.33,6095.98,Annuel,Fibre,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,29,Oui
C101134,57.0,Femme,44,85.97,3431.26,Mensuel,Fibre,Prélèvement,0,Occitanie,1,0,1,46,Non
C100376,65.0,Homme,6,108.29,615.73,Biennal,Aucun,Carte bancaire,2,Auvergne-Rhône-Alpes,0,1,0,41,Non
C100314,33.0,Femme,66,34.85,2389.0,Mensuel,Fibre,Carte bancaire,1,Île-de-France,0,0,0,24,Non
C100442,26.0,Homme,69,113.49,,Biennal,DSL,Carte bancaire,2,Occitanie,1,0,1,17,Oui
C100319,67.0,Femme,31,42.46,1258.14,Mensuel,Fibre,Virement,0,Auvergne-Rhône-Alpes,0,1,1,19,Non
C100715,69.0,Homme,8,57.33,473.54,Annuel,Aucun,Prélèvement,0,Hauts-de-France,0,1,1,32,Non
C100704,26.0,Femme,14,59.22,854.72,Annuel,DSL,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,1,42,Non
C100424,44.0,Femme,29,123.95,3352.89,Mensuel,Fibre,Virement,1,Grand Est,1,0,0,40,Oui
C100845,18.0,Femme,27,83.41,2232.21,Annuel,Aucun,Prélèvement,3,Île-de-France,1,0,0,3,Oui
C101107,76.0,Femme,54,65.87,3677.32,Biennal,Fibre,Prélèvement,2,Auvergne-Rhône-Alpes,0,1,1,26,Non
C101148,62.0,Femme,23,70.28,1513.4,Biennal,DSL,Carte bancaire,1,Hauts-de-France,0,0,0,5,Non
C101037,18.0,Femme,60,95.26,5933.28,Mensuel,Fibre,,1,Occitanie,0,0,1,26,Non
C100227,55.0,Homme,35,129.63,4864.23,Biennal,Fibre,Chèque électronique,3,Nouvelle-Aquitaine,0,0,0,35,Non
C100844,18.0,Femme,59,70.19,3990.78,Mensuel,Fibre,Virement,2,Île-de-France,0,0,0,5,Non
C101327,23.0,Femme,23,121.79,2579.05,Mensuel,Fibre,Prélèvement,1,Nouvelle-Aquitaine,0,0,1,64,Oui
C100912,42.0,Homme,72,57.07,4342.19,Biennal,DSL,Carte bancaire,3,Provence-Alpes-Côte d'Azur,1,0,1,16,Non
C100614,61.0,Femme,54,78.14,4065.44,Mensuel,Fibre,Carte bancaire,1,Nouvelle-Aquitaine,1,0,1,36,Non
C100066,75.0,Femme,26,78.0,2161.03,Mensuel,Fibre,Chèque électronique,3,Grand Est,0,1,0,21,Oui
C100934,46.0,Autre,53,68.67,,Mensuel,Aucun,Chèque électronique,3,Grand Est,0,0,1,25,Non
C100909,23.0,Femme,21,87.18,1767.37,Annuel,Aucun,Carte bancaire,1,Hauts-de-France,0,0,1,80,Non
C100211,63.0,Homme,43,91.79,3613.47,Biennal,Fibre,Carte bancaire,0,Occitanie,1,0,0,21,Non
C100916,52.0,Femme,19,82.33,1511.85,Annuel,DSL,Carte bancaire,2,Provence-Alpes-Côte d'Azur,0,0,0,15,Non
C100695,34.0,Femme,30,54.63,1663.53,Annuel,DSL,Prélèvement,1,Nouvelle-Aquitaine,0,0,0,17,Non
C100536,47.0,Femme,5,18.5,85.7,Mensuel,DSL,Carte bancaire,2,Provence-Alpes-Côte d'Azur,0,0,1,14,Non
C101053,79.0,Homme,41,89.08,3338.25,Mensuel,Aucun,Prélèvement,1,Occitanie,0,1,1,30,Non
C100589,71.0,Homme,43,38.55,1732.97,Mensuel,DSL,Prélèvement,0,Nouvelle-Aquitaine,0,1,1,9,Non
C100085,62.0,Femme,56,50.28,2775.35,Mensuel,Fibre,Carte bancaire,1,Occitanie,1,0,0,23,Non
C101266,21.0,Homme,3,84.68,234.22,Mensuel,DSL,Chèque électronique,1,Grand Est,0,0,0,47,Oui
C100910,67.0,Femme,40,77.06,3037.43,Biennal,Fibre,Virement,0,Provence-Alpes-Côte d'Azur,1,1,1,29,Non
C100814,67.0,Homme,48,85.43,4060.68,Annuel,Fibre,Chèque électronique,1,Hauts-de-France,0,1,1,45,Oui
C100588,71.0,Femme,23,52.97,1209.05,Mensuel,Fibre,Chèque électronique,2,Provence-Alpes-Côte d'Azur,1,1,1,43,Oui
C101367,47.0,Autre,26,68.4,1688.18,Mensuel,Fibre,Prélèvement,1,Île-de-France,0,0,1,16,Non
C100930,52.0,Femme,24,39.22,857.84,Biennal,Fibre,Virement,1,Hauts-de-France,0,0,0,30,Non
C101315,37.0,Homme,51,111.01,5868.38,Mensuel,Aucun,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,0,18,Non
C100886,21.0,Femme,60,111.57,5929.18,Mensuel,DSL,Carte bancaire,1,Occitanie,0,0,1,5,Oui
C100273,79.0,Homme,10,99.7,1072.69,Annuel,Fibre,Chèque électronique,0,Provence-Alpes-Côte d'Azur,1,1,0,24,Non
C101232,80.0,Homme,24,46.01,1091.91,Annuel,DSL,Prélèvement,0,Île-de-France,0,1,1,5,Non
C100362,32.0,Femme,2,36.94,67.44,Mensuel,Fibre,Chèque électronique,3,Occitanie,0,0,1,49,Oui
C100002,59.0,Femme,25,59.68,1504.15,Mensuel,Fibre,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,10,Non
C100006,23.0,Homme,66,75.54,5201.66,Mensuel,Fibre,Chèque électronique,0,Occitanie,0,0,1,17,Non
C100311,61.0,Homme,38,51.22,2089.68,Mensuel,DSL,Prélèvement,3,Nouvelle-Aquitaine,1,0,1,64,Non
C100590,69.0,Femme,15,61.45,822.34,Mensuel,DSL,Carte bancaire,1,Nouvelle-Aquitaine,0,1,1,42,Oui
C101224,44.0,Femme,22,33.51,703.84,Annuel,Aucun,Virement,1,Nouvelle-Aquitaine,1,0,1,41,Non
C101388,75.0,Homme,59,39.8,2431.51,Mensuel,DSL,Chèque électronique,0,Île-de-France,0,1,0,15,Non
C100215,35.0,Homme,32,43.5,1424.02,Annuel,DSL,Carte bancaire,0,Grand Est,1,0,1,13,Non
C100710,61.0,Homme,69,18.5,1276.73,Biennal,Fibre,Prélèvement,1,Auvergne-Rhône-Alpes,0,0,0,22,Non
C100027,70.0,Femme,45,77.87,3460.51,Mensuel,Fibre,Carte bancaire,1,Hauts-de-France,0,1,1,20,Non
C101024,70.0,Homme,39,37.35,1427.47,Annuel,DSL,Carte bancaire,0,Hauts-de-France,1,1,1,10,Non
C100770,59.0,Homme,62,38.97,2286.4,Annuel,DSL,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,61,Non
C100602,65.0,Homme,16,37.65,567.09,Mensuel,Fibre,Carte bancaire,1,Hauts-de-France,0,1,1,17,Non
C100668,76.0,Femme,67,38.36,2327.84,Mensuel,Fibre,Prélèvement,3,Provence-Alpes-Côte d'Azur,0,1,1,1,Non
C100862,25.0,Homme,45,108.3,4442.08,Biennal,Fibre,Prélèvement,2,Provence-Alpes-Côte d'Azur,0,0,1,7,Oui
C100754,53.0,Femme,28,68.57,2049.87,Mensuel,Fibre,Carte bancaire,2,Occitanie,1,0,1,1,Oui
C100256,61.0,Homme,43,72.24,3319.33,Annuel,Fibre,Prélèvement,1,Provence-Alpes-Côte d'Azur,0,0,1,36,Non
C100025,59.0,Femme,13,52.75,662.86,Annuel,Aucun,Virement,1,Grand Est,0,0,1,18,Non
C100336,,Femme,6,59.29,320.2,Biennal,DSL,Carte bancaire,1,Grand Est,1,1,1,33,Non
C100572,36.0,Femme,13,127.73,1772.54,Biennal,Fibre,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,1,38,Non
C100047,75.0,Femme,14,56.71,852.43,Mensuel,Fibre,Prélèvement,2,Île-de-France,0,1,1,32,Non
C100106,67.0,Homme,54,99.49,5725.77,Biennal,DSL,Prélèvement,0,Île-de-France,0,1,0,14,Non
C100349,28.0,Femme,63,60.47,3362.56,Mensuel,Fibre,Virement,2,Île-de-France,0,0,0,22,Oui
C100055,20.0,Femme,24,91.77,2270.24,Biennal,Fibre,Carte bancaire,4,Hauts-de-France,0,0,1,22,Oui
C101274,66.0,Femme,5,46.21,235.53,Mensuel,DSL,Carte bancaire,0,Auvergne-Rhône-Alpes,0,1,1,33,Non
C100213,46.0,Autre,52,121.07,6706.34,Annuel,Fibre,Chèque électronique,1,Provence-Alpes-Côte d'Azur,1,0,1,25,Non
C100120,,Femme,48,62.75,3184.99,Biennal,Aucun,Chèque électronique,1,Auvergne-Rhône-Alpes,1,0,0,84,Non
C101317,55.0,Femme,49,37.05,1694.21,Biennal,Fibre,Chèque électronique,4,Grand Est,0,0,1,34,Non
C100654,53.0,Homme,5,94.44,506.2,Biennal,Fibre,Carte bancaire,1,Île-de-France,0,0,0,26,Non
C100072,47.0,Homme,68,71.71,5185.34,Mensuel,Aucun,Prélèvement,1,Grand Est,1,0,0,3,Oui
C100693,78.0,Femme,4,50.18,189.63,Annuel,Fibre,Prélèvement,3,Provence-Alpes-Côte d'Azur,0,1,1,17,Oui
C101228,27.0,Femme,3,59.9,166.39,Mensuel,Aucun,Chèque électronique,1,Auvergne-Rhône-Alpes,1,0,1,46,Oui
C100045,80.0,Femme,21,50.64,1040.52,Annuel,Fibre,Carte bancaire,2,Grand Est,0,1,1,23,Non
C101190,44.0,Femme,13,98.01,,Biennal,DSL,Chèque électronique,3,Auvergne-Rhône-Alpes,0,0,1,18,Non
C100523,70.0,Homme,4,93.82,399.91,Annuel,DSL,Prélèvement,2,Hauts-de-France,0,1,1,40,Oui
C100772,18.0,Femme,61,99.8,5629.5,Mensuel,Fibre,Prélèvement,1,Grand Est,0,0,1,6,Oui
C100767,48.0,Femme,25,61.34,1354.17,Mensuel,Fibre,Prélèvement,1,Île-de-France,1,0,0,18,Oui
C100705,54.0,Femme,47,34.36,1553.83,Annuel,DSL,Virement,2,Nouvelle-Aquitaine,0,0,1,14,Non
C100533,36.0,Homme,19,66.51,1315.3,Mensuel,Fibre,Carte bancaire,0,Île-de-France,0,0,0,7,Non
C100603,26.0,Femme,58,30.7,1862.13,Biennal,DSL,Prélèvement,1,Île-de-France,0,0,1,68,Non
C100465,79.0,Homme,60,67.44,4276.71,Mensuel,Fibre,Prélèvement,0,Grand Est,1,1,0,10,Non
C100737,39.0,Homme,43,22.34,927.98,Annuel,DSL,Carte bancaire,1,Provence-Alpes-Côte d'Azur,0,0,1,38,Non
C101204,59.0,Homme,2,34.86,,Mensuel,DSL,Prélèvement,2,Provence-Alpes-Côte d'Azur,0,0,1,12,Non
C100979,54.0,Homme,29,67.77,1806.67,Biennal,DSL,Prélèvement,0,Grand Est,1,0,1,13,Non
C100060,77.0,Homme,17,61.63,1009.46,Mensuel,Aucun,Carte bancaire,1,Nouvelle-Aquitaine,0,1,0,16,Oui
C100092,71.0,Femme,36,113.49,4033.28,Annuel,Fibre,Carte bancaire,1,Auvergne-Rhône-Alpes,1,1,0,12,Oui
C100626,39.0,Femme,15,81.0,1158.85,Mensuel,Fibre,Chèque électronique,2,Grand Est,0,0,1,47,Oui
C100194,79.0,Homme,37,60.6,,Annuel,Fibre,Prélèvement,1,Occitanie,0,1,1,37,Non
C100280,35.0,Autre,34,47.39,1474.38,Mensuel,Fibre,Virement,0,Île-de-France,0,0,0,15,Non
C100359,65.0,Homme,47,138.79,6900.09,Mensuel,DSL,Prélèvement,1,Hauts-de-France,0,1,1,21,Non
C100519,56.0,Femme,11,54.52,530.28,Mensuel,Fibre,Prélèvement,0,Nouvelle-Aquitaine,1,0,0,20,Oui
C100721,77.0,Femme,63,61.56,3915.95,Biennal,Fibre,Carte bancaire,0,Auvergne-Rhône-Alpes,1,1,0,22,Non
C101243,49.0,Femme,59,56.66,2962.52,Biennal,DSL,Chèque électronique,0,Île-de-France,1,0,1,43,Non
C100182,49.0,Homme,26,79.02,2066.14,Mensuel,Fibre,Carte bancaire,0,Auvergne-Rhône-Alpes,0,0,1,16,Non
C100110,,Femme,38,44.32,1736.89,Annuel,DSL,Virement,0,Provence-Alpes-Côte d'Azur,0,0,0,55,Non
C100970,37.0,Femme,44,89.94,3917.53,Biennal,DSL,Carte bancaire,1,Occitanie,0,0,1,32,Non
C100813,36.0,Homme,68,140.01,9519.17,Biennal,DSL,Carte bancaire,0,Île-de-France,0,0,1,25,Non
C100204,47.0,Homme,19,68.79,1364.72,Mensuel,DSL,Virement,0,Grand Est,0,0,1,45,Oui
C100727,23.0,Femme,43,64.11,2553.41,Mensuel,DSL,Carte bancaire,2,Île-de-France,0,0,1,23,Non
C100052,,Femme,71,87.0,6242.08,Annuel,Fibre,Prélèvement,1,Provence-Alpes-Côte d'Azur,0,0,1,14,Non
C100545,21.0,Femme,22,69.32,1569.22,Annuel,Fibre,Prélèvement,1,Hauts-de-France,0,0,1,17,Non
C101061,62.0,Femme,6,18.5,105.77,Mensuel,DSL,Carte bancaire,1,Occitanie,0,0,1,41,Non
C100892,51.0,Homme,4,98.12,372.6,Mensuel,Fibre,Carte bancaire,0,Auvergne-Rhône-Alpes,0,0,0,36,Oui
C100936,28.0,Femme,34,62.93,2276.96,Mensuel,Fibre,Prélèvement,1,Occitanie,0,0,1,14,Non
C100670,78.0,Femme,14,64.18,862.83,Mensuel,Fibre,Carte bancaire,0,Grand Est,0,1,1,21,Non
C100183,62.0,Femme,41,27.95,1207.69,Annuel,DSL,Carte bancaire,0,Grand Est,1,0,1,4,Non
C100137,19.0,Autre,24,32.69,796.03,Mensuel,Fibre,Prélèvement,2,Auvergne-Rhône-Alpes,0,0,0,12,Non
C100865,62.0,Femme,50,18.5,987.63,Mensuel,DSL,Carte bancaire,2,Provence-Alpes-Côte d'Azur,0,0,1,12,Non
C100080,78.0,Femme,35,77.45,2653.43,Mensuel,Fibre,Carte bancaire,1,Nouvelle-Aquitaine,0,1,1,11,Oui
C101172,43.0,Autre,26,83.48,1995.97,Mensuel,Fibre,Chèque électronique,2,Auvergne-Rhône-Alpes,0,0,1,50,Non
